final_rank,content_id,client_id,final_refresh_score,best_model_name,best_model_probability,baseline_refresh_score,confidence,suggested_action,final_reason_codes,is_declining_label,impressions_90d,clicks_90d,sessions_90d,avg_position,ctr,content_age_days,days_since_last_update,word_count,trend_direction,competition_level,content_type,main_intent,age_tier,freshness_tier,word_count_tier,impression_tier,position_tier
26680,content_af2aef7071ca,client_2c624232cd,27.515664337150582,random_forest,0.2418364080780102,0.3372987444444444,low,monitor,general_refresh_review,0,270,0,2,83.4,0.0,438,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26681,content_c688acd19fd9,client_19581e27de,27.506669208267454,random_forest,0.2167569997706492,0.3916303097222222,low,monitor,general_refresh_review,0,668,0,3,73.9,0.0,417,22,0.0,up,MEDIUM,keyword article,informational,365+,0-30,unknown,moderate,deep
26682,content_8f7fe557bf81,client_2c624232cd,27.505053551083957,random_forest,0.2413192176348698,0.3380948695578231,low,monitor,general_refresh_review,0,214,0,2,43.2,0.0,438,22,0.0,stable,LOW,keyword article,commercial,365+,0-30,unknown,low,page_3_5
26683,content_cab5eacb9fb5,client_2c624232cd,27.497785574752115,random_forest,0.2493963907576691,0.3202804222222222,low,monitor,general_refresh_review,0,129,0,1,38.9,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26684,content_2487157b909a,client_2c624232cd,27.489700600259816,random_forest,0.2531157962077031,0.3119297678571429,low,monitor,general_refresh_review,0,119,1,2,42.3,0.84,438,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26685,content_31e70284e7b0,client_9f14025af0,27.489119500031318,random_forest,0.3246610104920621,0.1561192158333333,low,monitor,general_refresh_review,0,10,0,1,52.8,0.0,298,20,1123.0,new,LOW,keyword article,informational,181-365,0-30,1000-2000,low,deep
26686,content_d622ce5f6d46,client_19581e27de,27.485824457277026,random_forest,0.2193328996744841,0.3853727557256236,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,336,0,66,31.9,0.0,482,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26687,content_32774e3c63e0,client_19581e27de,27.482481977756013,random_forest,0.2033571755810747,0.4200565369047618,low,monitor,general_refresh_review,0,791,0,7,43.9,0.0,480,22,0.0,stable,LOW,keyword article,commercial,365+,0-30,unknown,moderate,page_3_5
26688,content_cff4f909408f,client_19581e27de,27.476019802709995,random_forest,0.1821430351643012,0.4660501259920634,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,1073,0,37,35.7,0.0,445,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26689,content_eb183a3fdf61,client_f369cb89fc,27.47390759266086,random_forest,0.3571081266391932,0.0849911562242063,low,monitor,general_refresh_review,0,6,0,2,5.2,0.0,131,8,2950.0,new,HIGH,keyword article,transactional,91-180,0-30,2000-3500,low,page_1
26690,content_06f581dd9383,client_d4735e3a26,27.473057349812034,random_forest,0.2316156905555783,0.3582293475204081,low,monitor,page_one_decay_risk,0,4,0,2,3.3,0.0,302,211,809.0,flat,unknown,keyword article,unknown,181-365,181+,<1000,low,page_1
26691,content_1e53b2d2300a,client_8527a891e2,27.462111121325083,random_forest,0.3299565427668745,0.1437478207482993,low,monitor,general_refresh_review,1,3,0,2,10.3,0.0,223,20,1498.0,down,LOW,keyword article,informational,181-365,0-30,1000-2000,low,striking
26692,content_e003c6897f5a,client_9f14025af0,27.458761187863335,random_forest,0.3253940554904385,0.1535786048035714,low,monitor,general_refresh_review,0,4,1,1,15.0,25.0,250,20,2607.0,stable,LOW,keyword article,informational,181-365,0-30,2000-3500,low,striking
26693,content_37851bd219d0,client_d4735e3a26,27.4561040449481,random_forest,0.3185595435069244,0.1683783617808956,low,monitor,general_refresh_review,0,6,1,2,4.8,16.67,130,20,3395.0,up,unknown,feedly article,unknown,91-180,0-30,2000-3500,low,page_1
26694,content_46afbcfb9cf5,client_19581e27de,27.45293822437671,random_forest,0.2224918907730008,0.3774709153061225,low,refresh,declining_with_demand,1,447,0,7,44.6,0.0,463,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26695,content_cc46276454a0,client_8527a891e2,27.45229935815593,random_forest,0.2756959330098353,0.2615971788752834,low,monitor,general_refresh_review,0,1,0,1,40.0,0.0,275,104,1596.0,flat,LOW,keyword article,commercial,181-365,91-180,1000-2000,low,page_3_5
26696,content_ee96ac28b0b4,client_8722616204,27.446720123913586,random_forest,0.3236534889280028,0.1569941861530612,low,monitor,page_one_decay_risk,0,4,0,1,6.0,0.0,228,20,2899.0,new,LOW,keyword article,transactional,181-365,0-30,2000-3500,low,page_1
26697,content_712fbbbb3481,client_f369cb89fc,27.43513869708474,random_forest,0.319453837025166,0.1657788193333333,low,monitor,page_one_decay_risk,0,5,0,2,1.0,0.0,180,20,2856.0,stable,LOW,keyword article,informational,91-180,0-30,2000-3500,low,top_3
26698,content_b6f727bc07e2,client_19581e27de,27.433470670374582,random_forest,0.206341147754553,0.4120341930555555,low,monitor,general_refresh_review,0,540,0,10,35.3,0.0,482,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26699,content_42a3619fd42a,client_19581e27de,27.431719370637897,random_forest,0.236063254829301,0.3472586747448979,low,monitor,general_refresh_review,0,203,0,10,36.2,0.0,441,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26700,content_101ecdbccedc,client_f369cb89fc,27.430720627928874,random_forest,0.3203652259497295,0.1636567986952948,low,monitor,page_one_decay_risk,0,5,0,1,5.6,0.0,181,20,2791.0,stable,HIGH,keyword article,transactional,181-365,0-30,2000-3500,low,page_1
26701,content_930c7a86e456,client_2c624232cd,27.4271869989906,random_forest,0.330389881038691,0.1417178008888888,low,refresh_and_review_engagement,declining_with_demand|low_engagement_visible_page|engagement_review_candidate,1,108,0,97,80.2,0.0,517,11,2937.0,down,unknown,keyword article,transactional,365+,0-30,2000-3500,low,deep
26702,content_07db210da335,client_2c624232cd,27.424573004609588,random_forest,0.2910567419990338,0.2272859193333333,low,monitor,general_refresh_review,0,245,0,9,20.6,0.0,438,11,2955.0,up,LOW,keyword article,informational,365+,0-30,2000-3500,low,page_3_5
26703,content_bd2efc87cdce,client_19581e27de,27.4213215829746,random_forest,0.2209427103475215,0.3798607948129252,low,monitor,general_refresh_review,0,359,0,8,36.8,0.0,441,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26704,content_4983b29e8a51,client_19581e27de,27.419859359368242,random_forest,0.2499616373526169,0.3166254708333333,low,monitor,general_refresh_review,0,674,0,2,76.2,0.0,417,20,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26705,content_95cf5ac12c1b,client_8722616204,27.412018650591367,random_forest,0.2509663989616132,0.3141936571247165,low,monitor,general_refresh_review,0,5,0,3,6.0,0.0,140,104,4327.0,flat,HIGH,keyword article,commercial,91-180,91-180,3500+,low,page_1
26706,content_7dd441bce476,client_98a3ab7c34,27.41137021786844,random_forest,0.3826742331050879,0.0273745754617346,low,monitor,general_refresh_review,0,2,0,1,15.5,0.0,106,1,2578.0,flat,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
26707,content_1525fde2b132,client_2c624232cd,27.404143792030506,random_forest,0.252611867716239,0.3103656164682539,low,monitor,general_refresh_review,0,125,0,1,44.8,0.0,517,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26708,content_4daddea9e726,client_d4735e3a26,27.40074813247972,random_forest,0.3074305608651533,0.1908901576451247,low,monitor,page_one_decay_risk,1,12,1,1,5.1,8.33,295,20,834.0,down,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26709,content_55d970081c8a,client_8527a891e2,27.39832042926096,random_forest,0.2910450150473515,0.2264947980864512,low,monitor,general_refresh_review,0,2,0,1,49.0,0.0,174,92,1529.0,stable,LOW,keyword article,informational,91-180,91-180,1000-2000,low,page_3_5
26710,content_41d04f99e41e,client_19581e27de,27.39775517940672,random_forest,0.2546782964780516,0.3056671527777778,low,monitor,general_refresh_review,0,82,1,9,36.0,1.22,417,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26711,content_d12d9f40306c,client_f74efabef1,27.393937348006936,random_forest,0.367607965467388,0.0596396603996598,low,monitor,general_refresh_review,0,3,0,2,10.7,0.0,104,8,2244.0,new,LOW,keyword article,transactional,91-180,0-30,2000-3500,low,striking
26712,content_9abb2626204b,client_2c624232cd,27.385724206507117,random_forest,0.2690894025950374,0.2739121551587302,low,monitor,general_refresh_review,0,38,0,4,41.0,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26713,content_7db9f03bbcd4,client_9f14025af0,27.382282764477374,random_forest,0.3331084085087793,0.1344012347380952,low,monitor,general_refresh_review,1,3,0,1,36.7,0.0,250,20,2330.0,down,LOW,keyword article,informational,181-365,0-30,2000-3500,low,page_3_5
26714,content_e85cf998e5d2,client_8527a891e2,27.378362125695194,random_forest,0.358724563826173,0.0784991022789115,low,monitor,general_refresh_review,1,5,0,1,10.4,0.0,174,8,1565.0,down,LOW,keyword article,informational,91-180,0-30,1000-2000,low,striking
26715,content_a58310d319c0,client_19581e27de,27.376242101857056,random_forest,0.1802293445864955,0.4671134069444444,low,monitor,general_refresh_review,0,1944,0,11,58.1,0.0,417,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26716,content_73d2d5938ef4,client_19581e27de,27.375816106605892,random_forest,0.2121725450604488,0.3975425988945578,low,monitor,general_refresh_review,0,418,1,20,33.4,0.24,441,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26717,content_229689a85173,client_d029fa3a95,27.37218439326037,random_forest,0.3595988745352536,0.0764030818205782,low,monitor,general_refresh_review,0,5,0,1,10.4,0.0,116,8,3662.0,flat,LOW,keyword article,informational,91-180,0-30,3500+,low,striking
26718,content_df4eefec6027,client_19581e27de,27.36998137512257,random_forest,0.2209275840546246,0.3782966573129251,low,refresh,declining_with_demand,1,319,0,12,33.8,0.0,441,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26719,content_091eba7a9636,client_2c624232cd,27.368746384881128,random_forest,0.2554636784613972,0.3030545563208616,low,monitor,general_refresh_review,0,93,1,1,41.9,1.08,517,22,0.0,up,unknown,keyword article,commercial,365+,0-30,unknown,low,page_3_5
26720,content_724d26237aa5,client_19581e27de,27.368377736324987,random_forest,0.1693476026701136,0.4905641791666666,low,monitor,general_refresh_review,0,2711,2,25,59.7,0.07,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26721,content_62e25bc14188,client_2c624232cd,27.349433196122785,random_forest,0.2541356089669997,0.3053456902777777,low,monitor,general_refresh_review,0,85,1,10,37.5,1.18,517,22,0.0,up,unknown,keyword article,transactional,365+,0-30,unknown,low,page_3_5
26722,content_c1a30a81ad5a,client_2c624232cd,27.34613684322763,random_forest,0.260817568687915,0.2906929222222222,low,monitor,general_refresh_review,1,89,0,1,56.0,0.0,438,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26723,content_90a4d52e52b8,client_19581e27de,27.341324251850104,random_forest,0.2426255436423619,0.3301570527777778,low,monitor,general_refresh_review,0,234,0,1,54.1,0.0,466,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26724,content_0638892504a1,client_2c624232cd,27.337834927137887,random_forest,0.2302879799080432,0.3569140308390022,low,monitor,general_refresh_review,0,245,1,1,36.4,0.41,438,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26725,content_7b3e020817ae,client_8527a891e2,27.334912444268973,random_forest,0.2784299189084621,0.2519921822278911,low,monitor,page_one_decay_risk,0,3,0,2,4.3,0.0,238,92,1611.0,flat,LOW,keyword article,transactional,181-365,91-180,1000-2000,low,page_1
26726,content_fa60ce0995f1,client_19581e27de,27.332910626405805,random_forest,0.1717709381459324,0.4841839722222222,low,refresh,declining_with_demand,1,2481,0,18,57.7,0.0,466,22,0.0,down,LOW,keyword article,transactional,365+,0-30,unknown,moderate,deep
26727,content_3b50b0c27334,client_8527a891e2,27.33194183160271,random_forest,0.2734453942736047,0.2627537687743764,low,monitor,general_refresh_review,0,1,0,1,23.0,0.0,310,104,3808.0,new,LOW,keyword article,commercial,181-365,91-180,3500+,low,page_3_5
26728,content_8ce337f96d83,client_e629fa6598,27.327798543191147,random_forest,0.3218695335577993,0.1571794416666666,low,monitor,general_refresh_review,0,10,0,1,64.9,0.0,460,20,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26729,content_30b3e22307d3,client_2c624232cd,27.322848318307713,random_forest,0.2741401409268008,0.2609580527777778,low,monitor,general_refresh_review,1,33,0,1,62.2,0.0,517,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26730,content_ed7dc3204253,client_d4735e3a26,27.322406926090864,random_forest,0.3024023159114263,0.1994023413475056,low,monitor,page_one_decay_risk,0,16,1,1,6.8,6.25,287,20,867.0,new,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26731,content_1904715400d4,client_8527a891e2,27.31920965940362,random_forest,0.3208956734885798,0.1590328793013038,low,monitor,general_refresh_review,0,5,0,1,17.2,0.0,271,20,1467.0,stable,LOW,keyword article,informational,181-365,0-30,1000-2000,low,striking
26732,content_f7ed44a5f3be,client_19581e27de,27.315987814235054,random_forest,0.1912131721057246,0.441321325,low,monitor,general_refresh_review,0,1157,2,25,46.4,0.17,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26733,content_204822720f83,client_19581e27de,27.313947844062582,random_forest,0.2404893485614308,0.3339570833333333,low,monitor,general_refresh_review,0,253,0,2,54.4,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26734,content_9bf9bb2df83d,client_19581e27de,27.310936461302347,random_forest,0.2299417561302958,0.3568311972222222,low,monitor,general_refresh_review,0,383,0,4,51.2,0.0,417,22,0.0,stable,HIGH,keyword article,transactional,365+,0-30,unknown,moderate,deep
26735,content_6f9b4c2b2615,client_8527a891e2,27.309195501611523,random_forest,0.2723872256824903,0.2643503859455781,low,monitor,page_one_decay_risk,0,1,0,1,10.0,0.0,271,104,1550.0,flat,LOW,keyword article,commercial,181-365,91-180,1000-2000,low,page_1
26736,content_db75f0c1299f,client_4ec9599fc2,27.307262241450847,random_forest,0.2723428482385538,0.2643868802789115,low,monitor,page_one_decay_risk,0,1,0,3,10.0,0.0,302,104,1408.0,flat,unknown,feedly article,unknown,181-365,91-180,1000-2000,low,page_1
26737,content_9f54f400f518,client_2c624232cd,27.30503127936211,random_forest,0.2027437837826506,0.4158721388888888,low,monitor,general_refresh_review,0,938,1,2,62.5,0.11,438,22,0.0,stable,HIGH,keyword article,commercial,365+,0-30,unknown,moderate,deep
26738,content_e065bb9a28c5,client_e29c9c180c,27.304451519005568,random_forest,0.3165639563750677,0.1680062693526077,low,monitor,page_one_decay_risk,0,6,0,6,4.0,0.0,230,20,5367.0,new,LOW,keyword article,transactional,181-365,0-30,3500+,low,page_1
26739,content_c9efd028be5f,client_2c624232cd,27.3027758044709,random_forest,0.2038105748363814,0.4134789974206349,low,monitor,general_refresh_review,0,621,3,6,38.9,0.48,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26740,content_0f0033e68e1c,client_19581e27de,27.300740961701308,random_forest,0.2095311038817586,0.4009590245748299,low,monitor,general_refresh_review,0,612,1,14,43.6,0.16,441,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26741,content_b8d3e0ffaf08,client_e629fa6598,27.299490412599496,random_forest,0.2727261322197075,0.2633105008730158,low,monitor,general_refresh_review,0,1,0,2,22.0,0.0,358,104,1308.0,flat,LOW,keyword article,transactional,181-365,91-180,1000-2000,low,page_3_5
26742,content_ef60277e7dff,client_2c624232cd,27.299452162039454,random_forest,0.2653248427188997,0.2794259055555556,low,monitor,general_refresh_review,0,63,0,1,62.8,0.0,438,22,0.0,stable,HIGH,keyword article,transactional,365+,0-30,unknown,low,deep
26743,content_3e6203ac624d,client_8527a891e2,27.29766876990932,random_forest,0.3331495335173687,0.1316795370017006,low,monitor,general_refresh_review,1,3,0,2,40.7,0.0,348,20,3754.0,down,LOW,keyword article,informational,181-365,0-30,3500+,low,page_3_5
26744,content_7018b8ebc6ee,client_f369cb89fc,27.297098040046013,random_forest,0.3212942899029161,0.1574770350816326,low,monitor,general_refresh_review,0,4,0,2,5.3,0.0,126,20,2817.0,new,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
26745,content_7299c423f793,client_d4735e3a26,27.29332770220461,random_forest,0.303924025626361,0.1951841718390022,low,monitor,page_one_decay_risk,0,13,1,1,3.2,7.69,293,20,945.0,up,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26746,content_3fa208507109,client_e29c9c180c,27.291851657958073,random_forest,0.3262565088663268,0.1465084082222222,low,monitor,general_refresh_review,1,6,0,3,69.2,0.0,311,20,1325.0,down,LOW,keyword article,commercial,181-365,0-30,1000-2000,low,deep
26747,content_395e21aaf42e,client_2c624232cd,27.289049467414937,random_forest,0.2518604816512738,0.3084214694444444,low,refresh,declining_with_demand,1,144,0,3,69.0,0.0,438,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26748,content_f9a100f2d431,client_19581e27de,27.28834735103724,random_forest,0.2459021607479997,0.3213741027777778,low,monitor,general_refresh_review,0,193,0,5,55.8,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26749,content_72644f0819bc,client_19581e27de,27.286612480474737,random_forest,0.1915336922124993,0.4397095810941042,low,monitor,general_refresh_review,0,830,0,25,37.8,0.0,389,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26750,content_da5332bad4a0,client_e629fa6598,27.285389714375807,random_forest,0.3153595393368339,0.1700359652777777,low,monitor,general_refresh_review,0,18,0,1,54.1,0.0,460,20,0.0,new,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26751,content_8d0b9a84ba45,client_19581e27de,27.282527338102103,random_forest,0.2423551636570579,0.3289167791383219,low,monitor,general_refresh_review,0,182,0,9,43.5,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26752,content_24f4c4b43398,client_2c624232cd,27.280275071117575,random_forest,0.1901743988771054,0.4424723527777778,low,monitor,general_refresh_review,0,1372,0,2,57.8,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26753,content_b694314765e5,client_d4735e3a26,27.279966693648426,random_forest,0.2288517640742612,0.3582412990204081,low,monitor,page_one_decay_risk,1,4,0,1,3.3,0.0,301,211,789.0,down,unknown,keyword article,unknown,181-365,181+,<1000,low,page_1
26754,content_460e8529042e,client_2c624232cd,27.27525331274623,random_forest,0.2528822500917507,0.3057673625,low,refresh,declining_with_demand,1,135,0,2,63.6,0.0,517,22,0.0,down,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26755,content_9f8516c2f2e1,client_d4735e3a26,27.270422094651693,random_forest,0.3048327589122878,0.1924928292290249,low,monitor,page_one_decay_risk,0,12,1,1,2.8,8.33,295,20,822.0,stable,unknown,feedly article,unknown,181-365,0-30,<1000,low,top_3
26756,content_8944a7e96cf7,client_2c624232cd,27.26435269181048,random_forest,0.2372698773608559,0.3394248156462585,low,monitor,general_refresh_review,0,200,1,5,40.4,0.5,517,22,0.0,stable,unknown,keyword article,commercial,365+,0-30,unknown,low,page_3_5
26757,content_1ff3c9f22859,client_2c624232cd,27.258335912612136,random_forest,0.2606666911788509,0.2882901791666667,low,monitor,general_refresh_review,0,83,0,1,64.1,0.0,517,22,0.0,stable,HIGH,keyword article,transactional,365+,0-30,unknown,low,deep
26758,content_02aea76abbdd,client_e629fa6598,27.257586276141005,random_forest,0.2462198337268784,0.3197254513888888,low,monitor,general_refresh_review,0,187,0,4,62.8,0.0,502,22,0.0,up,LOW,keyword article,transactional,365+,0-30,unknown,low,deep
26759,content_013b42b6edf9,client_2c624232cd,27.256475844636796,random_forest,0.273500920751426,0.2602852847222222,low,monitor,general_refresh_review,0,32,0,2,63.6,0.0,517,22,0.0,up,unknown,keyword article,informational,365+,0-30,unknown,low,deep
26760,content_ce296f93e007,client_e629fa6598,27.25307410703558,random_forest,0.2876266869400664,0.2294200614795918,low,monitor,general_refresh_review,1,4,0,1,18.3,0.0,502,22,0.0,down,LOW,keyword article,commercial,365+,0-30,unknown,low,striking
26761,content_3dd3d37a96f4,client_19581e27de,27.24489432575577,random_forest,0.3092435554280189,0.1820940388888889,low,monitor,general_refresh_review,0,29,0,1,63.6,0.0,313,20,0.0,up,HIGH,keyword article,transactional,181-365,0-30,unknown,low,deep
26762,content_1c4660ca11cc,client_9f14025af0,27.243916908940825,random_forest,0.3185619577693082,0.1617724516666666,low,monitor,general_refresh_review,0,13,0,1,77.8,0.0,347,20,942.0,new,LOW,keyword article,commercial,181-365,0-30,<1000,low,deep
26763,content_d50e451c8ce5,client_f369cb89fc,27.24366417822772,random_forest,0.3208853516380069,0.1567053096530612,low,monitor,general_refresh_review,0,4,0,2,6.0,0.0,141,20,3063.0,up,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
26764,content_5883af3441ba,client_d4735e3a26,27.24359675760446,random_forest,0.3054672114622113,0.1902768097913832,low,monitor,general_refresh_review,0,13,2,1,10.2,15.38,298,20,834.0,up,unknown,feedly article,unknown,181-365,0-30,<1000,low,striking
26765,content_c5048891b8a9,client_e29c9c180c,27.243252129505436,random_forest,0.2487536355873511,0.3137620974146825,low,monitor,page_one_decay_risk,0,5,0,1,6.6,0.0,231,104,4896.0,flat,LOW,keyword article,transactional,181-365,91-180,3500+,low,page_1
26766,content_7a8513b2abec,client_8527a891e2,27.243098241188214,random_forest,0.2924091778184887,0.2186956761428571,low,monitor,page_one_decay_risk,0,1,0,13,8.0,0.0,238,92,1312.0,flat,LOW,keyword article,informational,181-365,91-180,1000-2000,low,page_1
26767,content_9191b15e5638,client_d4735e3a26,27.238766904246326,random_forest,0.2963829632772342,0.2099078664722222,low,monitor,page_one_decay_risk,0,19,3,4,0.9,15.79,288,20,874.0,up,unknown,feedly article,unknown,181-365,0-30,<1000,low,top_3
26768,content_86c69827423d,client_2c624232cd,27.23144332822183,random_forest,0.2593454519128461,0.2903306625,low,monitor,general_refresh_review,0,88,0,1,54.3,0.0,438,22,0.0,up,LOW,keyword article,commercial,365+,0-30,unknown,low,deep
26769,content_ae19d5d1b63a,client_8527a891e2,27.227073388306,random_forest,0.3216648273516413,0.1544918698418367,low,monitor,general_refresh_review,0,4,0,3,13.8,0.0,272,20,1964.0,new,LOW,keyword article,informational,181-365,0-30,1000-2000,low,striking
26770,content_d47e57a50888,client_e29c9c180c,27.223825087803398,random_forest,0.2553797269196501,0.2987291963724489,low,monitor,page_one_decay_risk,0,3,0,12,2.7,0.0,321,104,1255.0,flat,LOW,keyword article,informational,181-365,91-180,1000-2000,low,top_3
26771,content_755ee703ed7a,client_f369cb89fc,27.223099025031093,random_forest,0.3556394070693275,0.0803872732508503,low,monitor,general_refresh_review,1,5,0,1,5.6,0.0,126,8,2562.0,down,LOW,keyword article,informational,91-180,0-30,2000-3500,low,page_1
26772,content_f0d896cab1ac,client_8527a891e2,27.22030119668577,random_forest,0.2837810844448994,0.2367745201295351,low,monitor,page_one_decay_risk,0,2,0,1,4.0,0.0,238,92,1437.0,flat,LOW,keyword article,informational,181-365,91-180,1000-2000,low,page_1
26773,content_487ad379bfcb,client_8722616204,27.219855979345198,random_forest,0.3198560346043868,0.1582060691454082,low,monitor,page_one_decay_risk,0,4,0,1,3.3,0.0,228,20,2895.0,new,LOW,keyword article,informational,181-365,0-30,2000-3500,low,page_1
26774,content_901d5db6d2bd,client_2c624232cd,27.21724675438844,random_forest,0.2876388440090134,0.2282790825892857,low,refresh,declining_with_demand,1,381,3,8,36.7,0.79,438,11,2554.0,down,LOW,keyword article,commercial,365+,0-30,2000-3500,moderate,page_3_5
26775,content_92575481baa5,client_2c624232cd,27.21063608749308,random_forest,0.2427633555058078,0.325791554393424,low,monitor,general_refresh_review,0,189,0,1,46.7,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26776,content_0f321c06d95b,client_f369cb89fc,27.208800991853128,random_forest,0.3211906376613319,0.1549560241020408,low,monitor,general_refresh_review,0,4,0,2,12.5,0.0,138,20,2405.0,new,LOW,keyword article,informational,91-180,0-30,2000-3500,low,striking
26777,content_e40c9777eb83,client_19581e27de,27.204967388837048,random_forest,0.2337651347790916,0.3452091884070295,low,monitor,general_refresh_review,0,238,0,16,42.1,0.0,463,22,0.0,stable,LOW,keyword article,commercial,365+,0-30,unknown,low,page_3_5
26778,content_9e3208beb901,client_d4735e3a26,27.20354300937785,random_forest,0.3080613611013799,0.1833819686388889,low,monitor,page_one_decay_risk,0,9,1,1,3.8,11.11,295,20,912.0,stable,unknown,feedly article,unknown,181-365,0-30,<1000,low,page_1
26779,content_49b6f75b99e8,client_19581e27de,27.202057507733752,random_forest,0.1658851536201762,0.4929299569444444,low,monitor,general_refresh_review,0,2809,1,11,59.0,0.04,463,22,0.0,stable,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26780,content_fa5218939bfe,client_2c624232cd,27.197957027234793,random_forest,0.2607083971928576,0.2863211146825397,low,monitor,general_refresh_review,0,76,0,2,49.3,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
26781,content_ccb25f8cf5d5,client_a88a7902cb,27.19512263396456,random_forest,0.3283762396140339,0.1388835953214285,low,monitor,general_refresh_review,0,3,0,2,22.0,0.0,98,20,2833.0,new,LOW,keyword article,commercial,91-180,0-30,2000-3500,low,page_3_5
26782,content_7a9fb77f19f4,client_19581e27de,27.19333265717465,random_forest,0.2025332685565669,0.4128558571428571,low,monitor,low_engagement_visible_page|engagement_review_candidate,0,466,1,52,29.7,0.21,419,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,page_3_5
26783,content_83e3da1394ac,client_19581e27de,27.191344874679036,random_forest,0.1877258528520093,0.4450377430555556,low,monitor,general_refresh_review,0,1425,0,27,65.5,0.0,463,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26784,content_e69028c64569,client_e629fa6598,27.190323264378115,random_forest,0.3171391162306558,0.1632035694160998,low,monitor,general_refresh_review,0,5,0,2,11.0,0.0,460,20,0.0,flat,HIGH,keyword article,commercial,365+,0-30,unknown,low,striking
26785,content_28c8066c040c,client_19581e27de,27.1811531144019,random_forest,0.176563016994715,0.4690282083333333,low,monitor,general_refresh_review,0,1999,0,24,51.5,0.0,417,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,moderate,deep
26786,content_c6d0030cd91a,client_19581e27de,27.169624190040594,random_forest,0.311434395414142,0.1749819194444444,low,monitor,general_refresh_review,1,22,0,15,63.2,0.0,480,20,0.0,down,LOW,keyword article,commercial,365+,0-30,unknown,low,deep
26787,content_74aa549f2f8a,client_2c624232cd,27.161656418596746,random_forest,0.2765634386642734,0.2506669194444444,low,monitor,general_refresh_review,0,22,0,1,61.0,0.0,517,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,deep
26788,content_2a7fb2b3c354,client_19581e27de,27.161382851550037,random_forest,0.2421400668068335,0.3256166349773243,low,monitor,general_refresh_review,0,153,0,13,40.4,0.0,419,22,0.0,up,LOW,keyword article,informational,365+,0-30,unknown,low,page_3_5
